,State,District,Year,Season,Crop,Area,Production,Avg_Temperature,rainfall,Avg_windspeed,Avg_pressure,Avg_humidity,Avg_uvindex,sunhours,
2160,Maharashtra,BHANDARA,2012,Kharif     ,Rice,177200,360500,,,,,,,,
2161,Maharashtra,BHANDARA,2012,Summer     ,Rice,7100,18700,,,,,,,,
2162,Maharashtra,BHANDARA,2013,Kharif     ,Rice,186200,303500,,,,,,,,
2163,Maharashtra,BHANDARA,2013,Summer     ,Rice,8400,20770,,,,,,,,
2164,Maharashtra,BHANDARA,2014,Kharif     ,Rice,188600,305400,,,,,,,,
2165,Maharashtra,BHANDARA,2014,Summer     ,Rice,7600,17400,,,,,,,,
2166,Maharashtra,CHANDRAPUR,2010,Kharif     ,Rice,114300,160100,,,,,,,,
2167,Maharashtra,CHANDRAPUR,2011,Kharif     ,Rice,158100,199900,,,,,,,,
2168,Maharashtra,CHANDRAPUR,2011,Summer     ,Rice,1800,3300,,,,,,,,
2169,Maharashtra,CHANDRAPUR,2012,Kharif     ,Rice,158200,250500,,,,,,,,
2170,Maharashtra,CHANDRAPUR,2012,Summer     ,Rice,2600,5400,,,,,,,,
2171,Maharashtra,CHANDRAPUR,2013,Kharif     ,Rice,160200,211300,,,,,,,,
2172,Maharashtra,CHANDRAPUR,2013,Summer     ,Rice,3200,6900,,,,,,,,
2173,Maharashtra,CHANDRAPUR,2014,Kharif     ,Rice,141800,106700,,,,,,,,
2174,Maharashtra,CHANDRAPUR,2014,Summer     ,Rice,4000,6800,,,,,,,,
2175,Maharashtra,DHULE,2010,Kharif     ,Rice,5000,6700,,,,,,,,
2176,Maharashtra,DHULE,2011,Kharif     ,Rice,7900,5300,,,,,,,,
2177,Maharashtra,DHULE,2012,Kharif     ,Rice,7700,7400,,,,,,,,
2178,Maharashtra,DHULE,2013,Kharif     ,Rice,7700,9700,,,,,,,,
2179,Maharashtra,DHULE,2014,Kharif     ,Rice,100,0,,,,,,,,
2180,Maharashtra,GADCHIROLI,2010,Kharif     ,Rice,156800,233200,,,,,,,,
2181,Maharashtra,GADCHIROLI,2011,Kharif     ,Rice,152200,182300,,,,,,,,
2182,Maharashtra,GADCHIROLI,2011,Summer     ,Rice,2900,4800,,,,,,,,
2183,Maharashtra,GADCHIROLI,2012,Kharif     ,Rice,151400,228800,,,,,,,,
2184,Maharashtra,GADCHIROLI,2012,Summer     ,Rice,2900,6200,,,,,,,,
2185,Maharashtra,GADCHIROLI,2013,Kharif     ,Rice,153000,225600,,,,,,,,
2186,Maharashtra,GADCHIROLI,2013,Summer     ,Rice,3000,6400,,,,,,,,
2187,Maharashtra,GADCHIROLI,2014,Kharif     ,Rice,152800,201600,,,,,,,,
2188,Maharashtra,GADCHIROLI,2014,Summer     ,Rice,2900,4500,,,,,,,,
2189,Maharashtra,GONDIA,2010,Kharif     ,Rice,178200,306000,,,,,,,,
2190,Maharashtra,GONDIA,2011,Kharif     ,Rice,172800,294800,,,,,,,,
2191,Maharashtra,GONDIA,2011,Summer     ,Rice,7700,18200,,,,,,,,
2192,Maharashtra,GONDIA,2012,Kharif     ,Rice,177500,334600,,,,,,,,
2193,Maharashtra,GONDIA,2012,Summer     ,Rice,8900,21300,,,,,,,,
2194,Maharashtra,GONDIA,2013,Kharif     ,Rice,188100,292500,,,,,,,,
2195,Maharashtra,GONDIA,2013,Summer     ,Rice,13400,32820,,,,,,,,
2196,Maharashtra,GONDIA,2014,Kharif     ,Rice,174700,340600,,,,,,,,
2197,Maharashtra,GONDIA,2014,Summer     ,Rice,12900,36100,,,,,,,,
2198,Maharashtra,HINGOLI,2010,Kharif     ,Rice,1100,700,,,,,,,,
2199,Maharashtra,HINGOLI,2011,Kharif     ,Rice,600,200,,,,,,,,
2200,Maharashtra,HINGOLI,2012,Kharif     ,Rice,600,200,,,,,,,,
2201,Maharashtra,JALGAON,2011,Kharif     ,Rice,200,300,,,,,,,,
2202,Maharashtra,KOLHAPUR,2010,Kharif     ,Rice,111500,321600,,,,,,,,
2203,Maharashtra,KOLHAPUR,2011,Kharif     ,Rice,104300,278900,,,,,,,,
2204,Maharashtra,KOLHAPUR,2011,Summer     ,Rice,600,2000,,,,,,,,
2205,Maharashtra,KOLHAPUR,2012,Kharif     ,Rice,107800,282200,,,,,,,,
2206,Maharashtra,KOLHAPUR,2012,Summer     ,Rice,700,1800,,,,,,,,
2207,Maharashtra,KOLHAPUR,2013,Kharif     ,Rice,108800,339600,,,,,,,,
2208,Maharashtra,KOLHAPUR,2013,Summer     ,Rice,800,2200,,,,,,,,
2209,Maharashtra,KOLHAPUR,2014,Kharif     ,Rice,110900,335200,,,,,,,,
2210,Maharashtra,KOLHAPUR,2014,Summer     ,Rice,900,3400,,,,,,,,
2211,Maharashtra,LATUR,2010,Kharif     ,Rice,6300,2800,,,,,,,,
2212,Maharashtra,LATUR,2011,Kharif     ,Rice,6700,3200,,,,,,,,
2213,Maharashtra,LATUR,2012,Kharif     ,Rice,8300,5000,,,,,,,,
2214,Maharashtra,LATUR,2013,Kharif     ,Rice,7600,5100,,,,,,,,
2215,Maharashtra,LATUR,2014,Kharif     ,Rice,5800,1100,,,,,,,,
2216,Maharashtra,NAGPUR,2010,Kharif     ,Rice,71400,70100,,,,,,,,
2217,Maharashtra,NAGPUR,2011,Kharif     ,Rice,77500,117400,,,,,,,,
2218,Maharashtra,NAGPUR,2012,Kharif     ,Rice,67000,100200,,,,,,,,
2219,Maharashtra,NAGPUR,2012,Summer     ,Rice,100,200,,,,,,,,
2220,Maharashtra,NAGPUR,2013,Kharif     ,Rice,77700,105000,,,,,,,,
2221,Maharashtra,NAGPUR,2013,Summer     ,Rice,100,200,,,,,,,,
2222,Maharashtra,NAGPUR,2014,Kharif     ,Rice,78800,95500,,,,,,,,
2223,Maharashtra,NANDED,2010,Kharif     ,Rice,5200,2700,,,,,,,,
2224,Maharashtra,NANDED,2011,Kharif     ,Rice,4000,1500,,,,,,,,
2225,Maharashtra,NANDED,2012,Kharif     ,Rice,4000,2100,,,,,,,,
2226,Maharashtra,NANDED,2013,Kharif     ,Rice,800,400,,,,,,,,
2227,Maharashtra,NANDED,2014,Kharif     ,Rice,800,100,,,,,,,,
2228,Maharashtra,NANDURBAR,2010,Kharif     ,Rice,23400,24700,,,,,,,,
2229,Maharashtra,NANDURBAR,2011,Kharif     ,Rice,19400,31700,,,,,,,,
2230,Maharashtra,NANDURBAR,2012,Kharif     ,Rice,19500,28400,,,,,,,,
2231,Maharashtra,NANDURBAR,2013,Kharif     ,Rice,22500,20300,,,,,,,,
2232,Maharashtra,NANDURBAR,2014,Kharif     ,Rice,18200,9000,,,,,,,,
2233,Maharashtra,NASHIK,2010,Kharif     ,Rice,59100,24000,,,,,,,,
2234,Maharashtra,NASHIK,2011,Kharif     ,Rice,62900,77800,,,,,,,,
2235,Maharashtra,NASHIK,2012,Kharif     ,Rice,67900,80800,,,,,,,,
2236,Maharashtra,NASHIK,2013,Kharif     ,Rice,72600,93300,,,,,,,,
2237,Maharashtra,NASHIK,2014,Kharif     ,Rice,71200,86700,,,,,,,,
2238,Maharashtra,OSMANABAD,2010,Kharif     ,Rice,11200,3400,,,,,,,,
2239,Maharashtra,OSMANABAD,2011,Kharif     ,Rice,10700,4100,,,,,,,,
2240,Maharashtra,OSMANABAD,2012,Kharif     ,Rice,11500,2800,,,,,,,,
2241,Maharashtra,OSMANABAD,2013,Kharif     ,Rice,13100,6400,,,,,,,,
2242,Maharashtra,OSMANABAD,2014,Kharif     ,Rice,13100,2500,,,,,,,,
2243,Maharashtra,PALGHAR,2014,Kharif     ,Rice,74800,188300,,,,,,,,
2244,Maharashtra,PARBHANI,2010,Kharif     ,Rice,4000,1800,,,,,,,,
2245,Maharashtra,PARBHANI,2011,Kharif     ,Rice,1700,600,,,,,,,,
2246,Maharashtra,PARBHANI,2012,Kharif     ,Rice,1400,100,,,,,,,,
2247,Maharashtra,PARBHANI,2013,Kharif     ,Rice,700,300,,,,,,,,
2248,Maharashtra,PARBHANI,2014,Kharif     ,Rice,300,,,,,,,,,
2249,Maharashtra,PUNE,2010,Kharif     ,Rice,60900,71900,,,,,,,,
2250,Maharashtra,PUNE,2011,Kharif     ,Rice,62000,85600,,,,,,,,
2251,Maharashtra,PUNE,2012,Kharif     ,Rice,77600,106200,,,,,,,,
2252,Maharashtra,PUNE,2013,Kharif     ,Rice,82100,153200,,,,,,,,
2253,Maharashtra,PUNE,2014,Kharif     ,Rice,82100,136100,,,,,,,,
2254,Maharashtra,RAIGAD,2010,Kharif     ,Rice,124600,294600,,,,,,,,
2255,Maharashtra,RAIGAD,2011,Kharif     ,Rice,123800,298600,,,,,,,,
2256,Maharashtra,RAIGAD,2011,Summer     ,Rice,3000,7600,,,,,,,,
2257,Maharashtra,RAIGAD,2012,Kharif     ,Rice,124100,323000,,,,,,,,
2258,Maharashtra,RAIGAD,2012,Summer     ,Rice,3800,10300,,,,,,,,
2259,Maharashtra,RAIGAD,2013,Kharif     ,Rice,124100,355100,,,,,,,,
2260,Maharashtra,RAIGAD,2013,Summer     ,Rice,3800,10800,,,,,,,,
2261,Maharashtra,RAIGAD,2014,Kharif     ,Rice,116200,320700,,,,,,,,
2262,Maharashtra,RAIGAD,2014,Summer     ,Rice,9100,30100,,,,,,,,
2263,Maharashtra,RATNAGIRI,2010,Kharif     ,Rice,78000,223100,,,,,,,,
2264,Maharashtra,RATNAGIRI,2011,Kharif     ,Rice,77400,226100,,,,,,,,
2265,Maharashtra,RATNAGIRI,2011,Summer     ,Rice,100,300,,,,,,,,
2266,Maharashtra,RATNAGIRI,2012,Kharif     ,Rice,73800,214800,,,,,,,,
2267,Maharashtra,RATNAGIRI,2012,Summer     ,Rice,100,200,,,,,,,,
2268,Maharashtra,RATNAGIRI,2013,Kharif     ,Rice,72100,213200,,,,,,,,
2269,Maharashtra,RATNAGIRI,2014,Kharif     ,Rice,72500,220500,,,,,,,,
2270,Maharashtra,SANGLI,2010,Kharif     ,Rice,20200,53900,,,,,,,,
2271,Maharashtra,SANGLI,2011,Kharif     ,Rice,18100,33700,,,,,,,,
2272,Maharashtra,SANGLI,2012,Kharif     ,Rice,17500,33700,,,,,,,,
2273,Maharashtra,SANGLI,2013,Kharif     ,Rice,14500,25500,,,,,,,,
2274,Maharashtra,SANGLI,2014,Kharif     ,Rice,15500,31400,,,,,,,,
2275,Maharashtra,SATARA,2010,Kharif     ,Rice,50800,82200,,,,,,,,
2276,Maharashtra,SATARA,2011,Kharif     ,Rice,50500,83000,,,,,,,,
2277,Maharashtra,SATARA,2012,Kharif     ,Rice,51000,70000,,,,,,,,
2278,Maharashtra,SATARA,2013,Kharif     ,Rice,50400,75600,,,,,,,,
2279,Maharashtra,SATARA,2014,Kharif     ,Rice,52900,94700,,,,,,,,
2280,Maharashtra,SINDHUDURG,2010,Kharif     ,Rice,73900,197000,,,,,,,,
2281,Maharashtra,SINDHUDURG,2011,Kharif     ,Rice,74200,202500,,,,,,,,
2282,Maharashtra,SINDHUDURG,2011,Summer     ,Rice,3800,8600,,,,,,,,
2283,Maharashtra,SINDHUDURG,2012,Kharif     ,Rice,74200,207000,,,,,,,,
2284,Maharashtra,SINDHUDURG,2012,Summer     ,Rice,2600,6200,,,,,,,,
2285,Maharashtra,SINDHUDURG,2013,Kharif     ,Rice,74200,232800,,,,,,,,
2286,Maharashtra,SINDHUDURG,2013,Summer     ,Rice,2600,5600,,,,,,,,
2287,Maharashtra,SINDHUDURG,2014,Kharif     ,Rice,67400,222400,,,,,,,,
2288,Maharashtra,SINDHUDURG,2014,Summer     ,Rice,2600,5400,,,,,,,,
2289,Maharashtra,SOLAPUR,2010,Kharif     ,Rice,700,200,,,,,,,,
2290,Maharashtra,SOLAPUR,2011,Kharif     ,Rice,700,200,,,,,,,,
2291,Maharashtra,SOLAPUR,2012,Kharif     ,Rice,400,100,,,,,,,,
2292,Maharashtra,SOLAPUR,2013,Kharif     ,Rice,400,100,,,,,,,,
2293,Maharashtra,SOLAPUR,2014,Kharif     ,Rice,400,100,,,,,,,,
2294,Maharashtra,THANE,2010,Kharif     ,Rice,136000,275300,,,,,,,,
2295,Maharashtra,THANE,2011,Kharif     ,Rice,137500,337200,,,,,,,,
2296,Maharashtra,THANE,2011,Summer     ,Rice,2900,6800,,,,,,,,
2297,Maharashtra,THANE,2012,Kharif     ,Rice,137500,356800,,,,,,,,
2298,Maharashtra,THANE,2012,Summer     ,Rice,2100,6100,,,,,,,,
2299,Maharashtra,THANE,2013,Kharif     ,Rice,137500,328000,,,,,,,,
2300,Maharashtra,THANE,2013,Summer     ,Rice,2100,6000,,,,,,,,
2301,Maharashtra,THANE,2014,Kharif     ,Rice,55200,132900,,,,,,,,
2302,Maharashtra,THANE,2014,Summer     ,Rice,2800,7500,,,,,,,,
2303,Maharashtra,WASHIM,2011,Kharif     ,Rice,200,200,,,,,,,,
2304,Maharashtra,YAVATMAL,2011,Kharif     ,Rice,100,100,,,,,,,,
2305,Maharashtra,YAVATMAL,2012,Kharif     ,Rice,100,40,,,,,,,,
2306,Maharashtra,YAVATMAL,2013,Kharif     ,Rice,100,,,,,,,,,
2307,Meghalaya,EAST GARO HILLS,2010,Autumn     ,Rice,10675,15218,,,,,,,,
2308,Meghalaya,EAST GARO HILLS,2010,Rabi       ,Rice,86,110,,,,,,,,
2309,Meghalaya,EAST GARO HILLS,2010,Winter     ,Rice,6809,10840,,,,,,,,
2310,Meghalaya,EAST GARO HILLS,2011,Autumn     ,Rice,10673,15161,,,,,,,,
2311,Meghalaya,EAST GARO HILLS,2011,Rabi       ,Rice,90,126,,,,,,,,
2312,Meghalaya,EAST GARO HILLS,2011,Winter     ,Rice,6825,10869,,,,,,,,
2313,Meghalaya,EAST GARO HILLS,2012,Autumn     ,Rice,10807,23015,,,,,,,,
2314,Meghalaya,EAST GARO HILLS,2012,Rabi       ,Rice,95,136,,,,,,,,
2315,Meghalaya,EAST GARO HILLS,2012,Winter     ,Rice,6831,11733,,,,,,,,
2316,Meghalaya,EAST GARO HILLS,2013,Autumn     ,Rice,5837,13713,,,,,,,,
2317,Meghalaya,EAST GARO HILLS,2013,Winter     ,Rice,3154,5414,,,,,,,,
2318,Meghalaya,EAST GARO HILLS,2014,Autumn     ,Rice,5845,14605,,,,,,,,
2319,Meghalaya,EAST GARO HILLS,2014,Winter     ,Rice,3157,5821,,,,,,,,
2320,Meghalaya,EAST JAINTIA HILLS,2010,Autumn     ,Rice,101,159,,,,,,,,
2321,Meghalaya,EAST JAINTIA HILLS,2010,Rabi       ,Rice,50,99,,,,,,,,
2322,Meghalaya,EAST JAINTIA HILLS,2010,Winter     ,Rice,12223,20839,,,,,,,,
2323,Meghalaya,EAST JAINTIA HILLS,2011,Autumn     ,Rice,106,166,,,,,,,,
2324,Meghalaya,EAST JAINTIA HILLS,2011,Rabi       ,Rice,47,95,,,,,,,,
2325,Meghalaya,EAST JAINTIA HILLS,2011,Winter     ,Rice,12230,20856,,,,,,,,
2326,Meghalaya,EAST JAINTIA HILLS,2012,Autumn     ,Rice,103,232,,,,,,,,
2327,Meghalaya,EAST JAINTIA HILLS,2012,Rabi       ,Rice,48,103,,,,,,,,
2328,Meghalaya,EAST JAINTIA HILLS,2012,Winter     ,Rice,12239,22458,,,,,,,,
2329,Meghalaya,EAST JAINTIA HILLS,2013,Autumn     ,Rice,77,185,,,,,,,,
2330,Meghalaya,EAST JAINTIA HILLS,2013,Winter     ,Rice,7911,15624,,,,,,,,
2331,Meghalaya,EAST JAINTIA HILLS,2014,Autumn     ,Rice,27,66,,,,,,,,
2332,Meghalaya,EAST JAINTIA HILLS,2014,Winter     ,Rice,4341,8937,,,,,,,,
2333,Meghalaya,EAST KHASI HILLS,2010,Autumn     ,Rice,275,573,,,,,,,,
2334,Meghalaya,EAST KHASI HILLS,2010,Rabi       ,Rice,111,205,,,,,,,,
2335,Meghalaya,EAST KHASI HILLS,2010,Winter     ,Rice,5408,9961,,,,,,,,
2336,Meghalaya,EAST KHASI HILLS,2011,Autumn     ,Rice,277,577,,,,,,,,
2337,Meghalaya,EAST KHASI HILLS,2011,Rabi       ,Rice,117,216,,,,,,,,
2338,Meghalaya,EAST KHASI HILLS,2011,Winter     ,Rice,5419,9926,,,,,,,,
2339,Meghalaya,EAST KHASI HILLS,2012,Autumn     ,Rice,279,790,,,,,,,,
2340,Meghalaya,EAST KHASI HILLS,2012,Rabi       ,Rice,122,233,,,,,,,,
2341,Meghalaya,EAST KHASI HILLS,2012,Winter     ,Rice,5424,10698,,,,,,,,
2342,Meghalaya,EAST KHASI HILLS,2013,Autumn     ,Rice,280,842,,,,,,,,
2343,Meghalaya,EAST KHASI HILLS,2013,Winter     ,Rice,5429,11500,,,,,,,,
2344,Meghalaya,EAST KHASI HILLS,2014,Autumn     ,Rice,281,896,,,,,,,,
2345,Meghalaya,EAST KHASI HILLS,2014,Winter     ,Rice,5435,12335,,,,,,,,
2346,Meghalaya,NORTH GARO HILLS,2014,Autumn     ,Rice,4993,12110,,,,,,,,
2347,Meghalaya,NORTH GARO HILLS,2014,Winter     ,Rice,3687,7766,,,,,,,,
2348,Meghalaya,RI BHOI,2010,Autumn     ,Rice,154,271,,,,,,,,
2349,Meghalaya,RI BHOI,2010,Rabi       ,Rice,198,424,,,,,,,,
2350,Meghalaya,RI BHOI,2010,Winter     ,Rice,9250,25055,,,,,,,,
2351,Meghalaya,RI BHOI,2011,Autumn     ,Rice,148,255,,,,,,,,
2352,Meghalaya,RI BHOI,2011,Rabi       ,Rice,128,188,,,,,,,,
2353,Meghalaya,RI BHOI,2011,Winter     ,Rice,9253,25095,,,,,,,,
2354,Meghalaya,RI BHOI,2012,Autumn     ,Rice,156,388,,,,,,,,
2355,Meghalaya,RI BHOI,2012,Rabi       ,Rice,132,204,,,,,,,,
2356,Meghalaya,RI BHOI,2012,Winter     ,Rice,9261,27016,,,,,,,,
2357,Meghalaya,RI BHOI,2013,Autumn     ,Rice,157,440,,,,,,,,
2358,Meghalaya,RI BHOI,2013,Winter     ,Rice,9269,29001,,,,,,,,
2359,Meghalaya,RI BHOI,2014,Autumn     ,Rice,158,494,,,,,,,,
2360,Meghalaya,RI BHOI,2014,Winter     ,Rice,9278,31115,,,,,,,,
2361,Meghalaya,SOUTH GARO HILLS,2010,Autumn     ,Rice,4830,5635,,,,,,,,
2362,Meghalaya,SOUTH GARO HILLS,2010,Rabi       ,Rice,267,369,,,,,,,,
2363,Meghalaya,SOUTH GARO HILLS,2010,Winter     ,Rice,3341,5473,,,,,,,,
2364,Meghalaya,SOUTH GARO HILLS,2011,Autumn     ,Rice,4828,5808,,,,,,,,
2365,Meghalaya,SOUTH GARO HILLS,2011,Rabi       ,Rice,264,292,,,,,,,,
2366,Meghalaya,SOUTH GARO HILLS,2011,Winter     ,Rice,3340,6319,,,,,,,,
2367,Meghalaya,SOUTH GARO HILLS,2012,Autumn     ,Rice,4889,9076,,,,,,,,
2368,Meghalaya,SOUTH GARO HILLS,2012,Rabi       ,Rice,267,294,,,,,,,,
2369,Meghalaya,SOUTH GARO HILLS,2012,Winter     ,Rice,3343,6802,,,,,,,,
2370,Meghalaya,SOUTH GARO HILLS,2013,Autumn     ,Rice,4897,9797,,,,,,,,
2371,Meghalaya,SOUTH GARO HILLS,2013,Winter     ,Rice,3346,7303,,,,,,,,
2372,Meghalaya,SOUTH GARO HILLS,2014,Autumn     ,Rice,4905,10543,,,,,,,,
2373,Meghalaya,SOUTH GARO HILLS,2014,Winter     ,Rice,3349,7832,,,,,,,,
2374,Meghalaya,SOUTH WEST GARO HILLS,2014,Autumn     ,Rice,5414,12334,,,,,,,,
2375,Meghalaya,SOUTH WEST GARO HILLS,2014,Winter     ,Rice,7380,21175,,,,,,,,
2376,Meghalaya,SOUTH WEST KHASI HILLS,2014,Autumn     ,Rice,62,138,,,,,,,,
2377,Meghalaya,SOUTH WEST KHASI HILLS,2014,Winter     ,Rice,1722,3105,,,,,,,,
2378,Meghalaya,WEST GARO HILLS,2010,Autumn     ,Rice,16478,20515,,,,,,,,
2379,Meghalaya,WEST GARO HILLS,2010,Rabi       ,Rice,12033,46098,,,,,,,,
2380,Meghalaya,WEST GARO HILLS,2010,Winter     ,Rice,18181,33689,,,,,,,,
2381,Meghalaya,WEST GARO HILLS,2011,Autumn     ,Rice,16480,21313,,,,,,,,
2382,Meghalaya,WEST GARO HILLS,2011,Rabi       ,Rice,12140,53176,,,,,,,,
2383,Meghalaya,WEST GARO HILLS,2011,Winter     ,Rice,18685,40805,,,,,,,,
2384,Meghalaya,WEST GARO HILLS,2012,Autumn     ,Rice,16681,32318,,,,,,,,
2385,Meghalaya,WEST GARO HILLS,2012,Rabi       ,Rice,12552,55697,,,,,,,,
2386,Meghalaya,WEST GARO HILLS,2012,Winter     ,Rice,18698,52042,,,,,,,,
2387,Meghalaya,WEST GARO HILLS,2013,Autumn     ,Rice,11296,23688,,,,,,,,
2388,Meghalaya,WEST GARO HILLS,2013,Winter     ,Rice,11340,32263,,,,,,,,
2389,Meghalaya,WEST GARO HILLS,2014,Autumn     ,Rice,11313,25183,,,,,,,,
2390,Meghalaya,WEST GARO HILLS,2014,Winter     ,Rice,11352,33035,,,,,,,,
2391,Meghalaya,WEST JAINTIA HILLS,2014,Autumn     ,Rice,78,198,,,,,,,,
2392,Meghalaya,WEST JAINTIA HILLS,2014,Winter     ,Rice,7920,16941,,,,,,,,
2393,Meghalaya,WEST KHASI HILLS,2010,Autumn     ,Rice,83,121,,,,,,,,
2394,Meghalaya,WEST KHASI HILLS,2010,Rabi       ,Rice,52,108,,,,,,,,
2395,Meghalaya,WEST KHASI HILLS,2010,Winter     ,Rice,7680,11259,,,,,,,,
2396,Meghalaya,WEST KHASI HILLS,2011,Autumn     ,Rice,93,121,,,,,,,,
2397,Meghalaya,WEST KHASI HILLS,2011,Rabi       ,Rice,50,113,,,,,,,,
2398,Meghalaya,WEST KHASI HILLS,2011,Winter     ,Rice,7682,11254,,,,,,,,
2399,Meghalaya,WEST KHASI HILLS,2012,Autumn     ,Rice,85,181,,,,,,,,
2400,Meghalaya,WEST KHASI HILLS,2012,Rabi       ,Rice,51,119,,,,,,,,
2401,Meghalaya,WEST KHASI HILLS,2012,Winter     ,Rice,7688,12118,,,,,,,,
2402,Meghalaya,WEST KHASI HILLS,2013,Autumn     ,Rice,25,62,,,,,,,,
2403,Meghalaya,WEST KHASI HILLS,2013,Winter     ,Rice,5975,10184,,,,,,,,
2404,Meghalaya,WEST KHASI HILLS,2014,Autumn     ,Rice,26,64,,,,,,,,
2405,Meghalaya,WEST KHASI HILLS,2014,Winter     ,Rice,5980,10858,,,,,,,,
2406,Nagaland,DIMAPUR,2010,Kharif     ,Rice,43950,100470,,,,,,,,
2407,Nagaland,DIMAPUR,2010,Rabi       ,Rice,980,2310,,,,,,,,
2408,Nagaland,DIMAPUR,2011,Kharif     ,Rice,43870,101270,,,,,,,,
2409,Nagaland,DIMAPUR,2011,Rabi       ,Rice,1610,3830,,,,,,,,
2410,Nagaland,DIMAPUR,2012,Kharif     ,Rice,44000,105700,,,,,,,,
2411,Nagaland,DIMAPUR,2012,Rabi       ,Rice,2190,5530,,,,,,,,
2412,Nagaland,DIMAPUR,2013,Kharif     ,Rice,44830,110800,,,,,,,,
2413,Nagaland,DIMAPUR,2013,Rabi       ,Rice,2290,6000,,,,,,,,
2414,Nagaland,DIMAPUR,2014,Kharif     ,Rice,45300,115620,,,,,,,,
2415,Nagaland,DIMAPUR,2014,Rabi       ,Rice,2380,6370,,,,,,,,
2416,Nagaland,KIPHIRE,2010,Kharif     ,Rice,9920,18650,,,,,,,,
2417,Nagaland,KIPHIRE,2011,Kharif     ,Rice,9730,18110,,,,,,,,
2418,Nagaland,KIPHIRE,2012,Kharif     ,Rice,9740,18890,,,,,,,,
2419,Nagaland,KIPHIRE,2013,Kharif     ,Rice,10090,19880,,,,,,,,
2420,Nagaland,KIPHIRE,2014,Kharif     ,Rice,10340,21130,,,,,,,,
2421,Nagaland,KOHIMA,2010,Kharif     ,Rice,17930,37440,,,,,,,,
2422,Nagaland,KOHIMA,2011,Kharif     ,Rice,13570,29680,,,,,,,,
2423,Nagaland,KOHIMA,2012,Kharif     ,Rice,13660,31320,,,,,,,,
2424,Nagaland,KOHIMA,2013,Kharif     ,Rice,14370,34020,,,,,,,,
2425,Nagaland,KOHIMA,2014,Kharif     ,Rice,14860,35980,,,,,,,,
2426,Nagaland,LONGLENG,2010,Kharif     ,Rice,7420,13620,,,,,,,,
2427,Nagaland,LONGLENG,2011,Kharif     ,Rice,6310,11480,,,,,,,,
2428,Nagaland,LONGLENG,2012,Kharif     ,Rice,6360,12250,,,,,,,,
2429,Nagaland,LONGLENG,2013,Kharif     ,Rice,6780,13390,,,,,,,,
2430,Nagaland,LONGLENG,2014,Kharif     ,Rice,7270,14980,,,,,,,,
2431,Nagaland,MOKOKCHUNG,2010,Kharif     ,Rice,17670,35670,,,,,,,,
2432,Nagaland,MOKOKCHUNG,2011,Kharif     ,Rice,14750,29830,,,,,,,,
2433,Nagaland,MOKOKCHUNG,2012,Kharif     ,Rice,14780,31400,,,,,,,,
2434,Nagaland,MOKOKCHUNG,2013,Kharif     ,Rice,15150,32880,,,,,,,,
2435,Nagaland,MOKOKCHUNG,2014,Kharif     ,Rice,15520,34500,,,,,,,,
2436,Nagaland,MON,2010,Kharif     ,Rice,12530,23680,,,,,,,,
2437,Nagaland,MON,2010,Rabi       ,Rice,350,840,,,,,,,,
2438,Nagaland,MON,2011,Kharif     ,Rice,19070,36190,,,,,,,,
2439,Nagaland,MON,2011,Rabi       ,Rice,850,2000,,,,,,,,
2440,Nagaland,MON,2012,Kharif     ,Rice,19120,38490,,,,,,,,
2441,Nagaland,MON,2012,Rabi       ,Rice,1130,2840,,,,,,,,
2442,Nagaland,MON,2013,Kharif     ,Rice,19510,39820,,,,,,,,
2443,Nagaland,MON,2013,Rabi       ,Rice,1210,3180,,,,,,,,
2444,Nagaland,MON,2014,Kharif     ,Rice,19850,41130,,,,,,,,
2445,Nagaland,MON,2014,Rabi       ,Rice,1270,3400,,,,,,,,
2446,Nagaland,PEREN,2010,Kharif     ,Rice,11250,24930,,,,,,,,
2447,Nagaland,PEREN,2011,Kharif     ,Rice,14570,31310,,,,,,,,
2448,Nagaland,PEREN,2011,Rabi       ,Rice,70,160,,,,,,,,
2449,Nagaland,PEREN,2012,Kharif     ,Rice,14660,32740,,,,,,,,
2450,Nagaland,PEREN,2012,Rabi       ,Rice,230,580,,,,,,,,
2451,Nagaland,PEREN,2013,Kharif     ,Rice,15250,34970,,,,,,,,
2452,Nagaland,PEREN,2013,Rabi       ,Rice,310,820,,,,,,,,
2453,Nagaland,PEREN,2014,Kharif     ,Rice,15760,37400,,,,,,,,
2454,Nagaland,PEREN,2014,Rabi       ,Rice,360,970,,,,,,,,
2455,Nagaland,PHEK,2010,Kharif     ,Rice,13880,33010,,,,,,,,
2456,Nagaland,PHEK,2011,Kharif     ,Rice,13830,32550,,,,,,,,
2457,Nagaland,PHEK,2012,Kharif     ,Rice,13930,34180,,,,,,,,
2458,Nagaland,PHEK,2013,Kharif     ,Rice,14640,37090,,,,,,,,
2459,Nagaland,PHEK,2014,Kharif     ,Rice,15190,39730,,,,,,,,
2460,Nagaland,TUENSANG,2010,Kharif     ,Rice,15040,29650,,,,,,,,
2461,Nagaland,TUENSANG,2011,Kharif     ,Rice,14070,27390,,,,,,,,
2462,Nagaland,TUENSANG,2012,Kharif     ,Rice,14140,29380,,,,,,,,
2463,Nagaland,TUENSANG,2013,Kharif     ,Rice,14530,30840,,,,,,,,
2464,Nagaland,TUENSANG,2014,Kharif     ,Rice,15810,34630,,,,,,,,
